ÁöÁ¡,ÀÏ½Ã,Æò±Õ±â¿Â(¡ÆC),Æò±Õ Ç³¼Ó(m/s),Æò±Õ »ó´ë½Àµµ(%)
90,2001-01-01,-1.6,3,37.4
90,2001-01-02,-2.2,6.3,28.6
90,2001-01-03,-6.3,7.2,18.9
90,2001-01-04,-5.6,2.9,16.6
90,2001-01-05,-3.2,4.1,22.8
90,2001-01-06,-2.4,1.9,41
90,2001-01-07,.8,6,87.8
90,2001-01-08,1.2,3,82.5
90,2001-01-09,1.2,2.3,79.6
90,2001-01-10,-1,3.1,31.8
90,2001-01-11,-4.3,4.4,26.6
90,2001-01-12,-7.4,3.6,21.1
90,2001-01-13,-6.9,3.9,29.9
90,2001-01-14,-10.7,3,27.8
90,2001-01-15,-11.8,3.1,28.5
90,2001-01-16,-8.6,3.1,21.4
90,2001-01-17,-4.5,2.9,32
90,2001-01-18,1.4,4,56
90,2001-01-19,.1,2.3,80.4
90,2001-01-20,1.1,1.7,83.3
90,2001-01-21,1.4,2.4,39.5
90,2001-01-22,-.3,1.9,58.3
90,2001-01-23,-1.8,2.8,50.9
90,2001-01-24,-.6,1.5,64.9
90,2001-01-25,1.6,3,66.4
90,2001-01-26,.5,3.9,61.4
90,2001-01-27,.2,3.3,76.4
90,2001-01-28,-.7,4.6,37
90,2001-01-29,-.9,3.9,34.5
90,2001-01-30,-.7,2.2,47.8
90,2001-01-31,1.2,2.2,53.5
90,2001-02-01,-2.5,4.1,28
90,2001-02-02,-3.3,4.3,34
90,2001-02-03,-.1,1.9,56.4
90,2001-02-04,.2,1.9,73.6
90,2001-02-05,1.5,1.9,76.3
90,2001-02-06,.7,2.6,87.9
90,2001-02-07,-.2,3.2,75.9
90,2001-02-08,-3,2.7,31.9
90,2001-02-09,0,3.7,44
90,2001-02-10,-.8,3,24
90,2001-02-11,-2,2.7,37.6
90,2001-02-12,-1.1,1.8,28.6
90,2001-02-13,-1.2,2.5,30.4
90,2001-02-14,-1.8,5,22.4
90,2001-02-15,-1.2,1.8,71.8
90,2001-02-16,-1.9,2.6,43.9
90,2001-02-17,.6,3.7,33.9
90,2001-02-18,5.7,3.4,46.6
90,2001-02-19,5.1,2,56.8
90,2001-02-20,4.2,1.9,75.4
90,2001-02-21,9.7,3.6,39.5
90,2001-02-22,10.2,2.5,40.8
90,2001-02-23,2.8,4.6,83.6
90,2001-02-24,-1.1,3.2,90.4
90,2001-02-25,-.3,3.3,42.3
90,2001-02-26,3,2,37.5
90,2001-02-27,5.4,1.7,44
90,2001-02-28,5.2,2.2,64.4
90,2001-03-01,4.3,2.3,74.5
90,2001-03-02,5.2,2.6,66.8
90,2001-03-03,7.1,2.9,47.3
90,2001-03-04,-.6,7.1,38.4
90,2001-03-05,3.4,7.6,25.4
90,2001-03-06,6.7,4.1,39.9
90,2001-03-07,.9,4,34
90,2001-03-08,-2.9,3.6,36.3
90,2001-03-09,-.3,3.6,33.6
90,2001-03-10,-1.9,2.5,86.9
90,2001-03-11,-.2,1.8,62.3
90,2001-03-12,1.1,2.9,42.8
90,2001-03-13,3.8,3.5,71.6
90,2001-03-14,10.5,4.8,48.1
90,2001-03-15,3.7,2.5,79.8
90,2001-03-16,4.8,2.1,59
90,2001-03-17,9.2,2.1,41
90,2001-03-18,11.9,5,27.1
90,2001-03-19,14,3.8,27.3
90,2001-03-20,15.3,4.6,25.1
90,2001-03-21,12.2,2.5,37
90,2001-03-22,13.3,4.7,26.8
90,2001-03-23,11.7,2.2,28.9
90,2001-03-24,8.3,1.8,66.9
90,2001-03-25,7.6,3.2,62.1
90,2001-03-26,5.4,4.7,13.5
90,2001-03-27,5.1,2.8,29.1
90,2001-03-28,3,1.7,78.5
90,2001-03-29,3,2.4,69.4
90,2001-03-30,3.6,2.5,49.8
90,2001-03-31,5,2.7,44.1
90,2001-04-01,9.7,3.2,24.1
90,2001-04-02,9.7,3.9,42.5
90,2001-04-03,6.6,3.1,39.4
90,2001-04-04,11.9,3.5,33.4
90,2001-04-05,14.3,3.8,20.3
90,2001-04-06,9.2,3.1,64.4
90,2001-04-07,9.2,2.1,76.4
90,2001-04-08,12.8,1.7,74.5
90,2001-04-09,9.9,1.5,89.5
90,2001-04-10,12.7,2.2,74.4
90,2001-04-11,9.3,2.1,80.4
90,2001-04-12,9.3,3.5,48.6
90,2001-04-13,11.6,3.7,42.1
90,2001-04-14,11.9,4.3,42.5
90,2001-04-15,13,4.5,44.5
90,2001-04-16,19.8,3.3,22.3
90,2001-04-17,14.4,1.8,48
90,2001-04-18,16.8,2.9,38.3
90,2001-04-19,15.8,2.8,49.1
90,2001-04-20,8.4,4,57.5
90,2001-04-21,9.5,3.2,70.5
90,2001-04-22,10.7,3.4,55.9
90,2001-04-23,18.1,4,20.6
90,2001-04-24,11.4,2.1,47.6
90,2001-04-25,10.2,2.3,68
90,2001-04-26,15,2.6,33
90,2001-04-27,15.9,2.7,33.8
90,2001-04-28,16.3,2.3,36
90,2001-04-29,12,2.7,81.4
90,2001-04-30,12.2,3.6,81.6
90,2001-05-01,9.5,2.5,81.1
90,2001-05-02,9,2.4,81.4
90,2001-05-03,11.5,2.6,74.1
90,2001-05-04,12.7,2.1,80.3
90,2001-05-05,12.8,2.4,84.8
90,2001-05-06,14.7,1.8,79.9
90,2001-05-07,14.7,2.9,83.5
90,2001-05-08,12.4,2.9,87.4
90,2001-05-09,11.9,2.2,85.5
90,2001-05-10,15.3,3.2,49
90,2001-05-11,15.4,2.3,50.8
90,2001-05-12,21,2.6,34.5
90,2001-05-13,24.2,3,18.4
90,2001-05-14,23.3,2.5,18.4
90,2001-05-15,21.3,4.1,35
90,2001-05-16,19.8,5.1,24.8
90,2001-05-17,25.2,6.7,17.6
90,2001-05-18,23.4,4.5,36.4
90,2001-05-19,23.1,2.9,39.3
90,2001-05-20,24,2.5,40.3
90,2001-05-21,14.6,3.4,80
90,2001-05-22,12.7,2.3,89.4
90,2001-05-23,13.6,1.5,90.8
90,2001-05-24,14.3,1.7,84
90,2001-05-25,19,3,65.9
90,2001-05-26,18.4,2.4,63.8
90,2001-05-27,16.2,2.2,81.3
90,2001-05-28,20.3,2.8,54.4
90,2001-05-29,23.5,2.9,34.1
90,2001-05-30,19.6,2.6,64.4
90,2001-05-31,17,2.5,72.8
90,2001-06-01,17.8,3,56
90,2001-06-02,23,2.5,36.9
90,2001-06-03,28.4,3.5,21.3
90,2001-06-04,23.6,2.3,50.8
90,2001-06-05,22,2.2,63.6
90,2001-06-06,18.7,2,81.1
90,2001-06-07,18,1.2,87.9
90,2001-06-08,18.3,1.5,84.5
90,2001-06-09,18.2,1.8,84.1
90,2001-06-10,18.3,2.3,84.5
90,2001-06-11,18.4,2.9,81
90,2001-06-12,17.7,1.4,85.1
90,2001-06-13,17.6,2,87.4
90,2001-06-14,18.1,1.7,78.9
90,2001-06-15,18,2.2,74
90,2001-06-16,17.5,1.7,80.9
90,2001-06-17,19.7,1.5,79.8
90,2001-06-18,19,1.8,92.1
90,2001-06-19,18.1,2.4,93.1
90,2001-06-20,18,1.8,86.3
90,2001-06-21,18.2,2.4,83.9
90,2001-06-22,19.3,1.7,84.9
90,2001-06-23,21.1,1.2,80.4
90,2001-06-24,20.5,1.1,83.4
90,2001-06-25,21.4,1.6,79.3
90,2001-06-26,24.3,2.6,54.3
90,2001-06-27,24.9,3.4,53
90,2001-06-28,23,1.4,70
90,2001-06-29,21.6,1.3,79.8
90,2001-06-30,18.4,4.3,89.1
90,2001-07-01,18.3,1.9,87.3
90,2001-07-02,23.5,1.6,76.3
90,2001-07-03,25.4,2.2,71.6
90,2001-07-04,27.3,2.3,59
90,2001-07-05,25.6,2,63.5
90,2001-07-06,21.3,1.7,78.4
90,2001-07-07,21.4,1.9,69.5
90,2001-07-08,23,1.9,72
90,2001-07-09,23.3,1.8,71.4
90,2001-07-10,21.4,1.4,79.3
90,2001-07-11,24,1.8,72.9
90,2001-07-12,25.3,1.5,60.9
90,2001-07-13,26.5,2.2,57.1
90,2001-07-14,22.1,1.1,85
90,2001-07-15,19,1.7,92.6
90,2001-07-16,20.3,1.8,84.9
90,2001-07-17,21,1.4,76
90,2001-07-18,21.4,2.3,77.4
90,2001-07-19,22.1,2,82.6
90,2001-07-20,23.5,1.8,81.3
90,2001-07-21,24.3,.9,83.5
90,2001-07-22,27.3,1.5,65.5
90,2001-07-23,26.8,2,66.3
90,2001-07-24,25.5,1.6,65.5
90,2001-07-25,24.5,1.5,80
90,2001-07-26,24.1,1.6,84.6
90,2001-07-27,22.8,1.7,87.5
90,2001-07-28,23.1,1.4,86.3
90,2001-07-29,25.6,1.6,76.3
90,2001-07-30,22.5,1,91.6
90,2001-07-31,22.4,.8,93.8
90,2001-08-01,23.4,1.3,90.6
90,2001-08-02,22.5,1,92.5
90,2001-08-03,24.3,1.2,87.3
90,2001-08-04,23,1.2,89.6
90,2001-08-05,23.2,1.1,89.3
90,2001-08-06,24.5,1.7,79.6
90,2001-08-07,25.5,1,80
90,2001-08-08,23.8,.9,88.5
90,2001-08-09,20.9,2.1,88
90,2001-08-10,21.1,1.6,76.5
90,2001-08-11,21.2,1.3,77.5
90,2001-08-12,21.6,2.1,75.9
90,2001-08-13,19.6,1.1,86.5
90,2001-08-14,20.1,1.9,87.6
90,2001-08-15,21.7,.8,90.3
90,2001-08-16,22.7,.9,88.1
90,2001-08-17,23.1,1,85.5
90,2001-08-18,23.5,2.4,84.5
90,2001-08-19,22.7,1.6,79
90,2001-08-20,22.4,1.5,79.5
90,2001-08-21,23.1,1.3,81.4
90,2001-08-22,21.3,1.6,82.5
90,2001-08-23,24.6,1.3,56.4
90,2001-08-24,23.5,1.3,66.8
90,2001-08-25,20.4,1.5,76.8
90,2001-08-26,20.4,2.5,75.1
90,2001-08-27,21.4,2.2,67.8
90,2001-08-28,22.4,1.9,70.1
90,2001-08-29,22.4,1.6,71.6
90,2001-08-30,22,1.6,68.6
90,2001-08-31,22.4,1.5,62.5
90,2001-09-01,23,1.5,58.6
90,2001-09-02,23.1,2.1,71.3
90,2001-09-03,23.1,1.6,80.6
90,2001-09-04,22.8,2.3,73.9
90,2001-09-05,22.8,2,68.5
90,2001-09-06,22.1,1.6,79
90,2001-09-07,22.2,3.3,75.6
90,2001-09-08,21.7,1.8,88
90,2001-09-09,20.4,1.5,93
90,2001-09-10,20.8,3.5,85.5
90,2001-09-11,21,4.1,71.5
90,2001-09-12,19.5,2.2,66
90,2001-09-13,19.3,2,70.3
90,2001-09-14,19.4,1.4,70
90,2001-09-15,19.8,1.6,69.9
90,2001-09-16,20.6,2.1,66.1
90,2001-09-17,24.1,1.3,58.3
90,2001-09-18,22.7,1.5,60
90,2001-09-19,20.1,1.9,77
