ÁöÁ¡,ÀÏ½Ã,Æò±Õ±â¿Â(¡ÆC),Æò±Õ Ç³¼Ó(m/s),Æò±Õ »ó´ë½Àµµ(%)
90,2018-01-01,1,2.6,21.3
90,2018-01-02,1.5,2.9,21.8
90,2018-01-03,-1.6,1.6,29.9
90,2018-01-04,-1,1.5,53.3
90,2018-01-05,1.5,1.2,45.4
90,2018-01-06,.8,1.9,32.4
90,2018-01-07,2.2,1.1,50.1
90,2018-01-08,4,1.8,48.9
90,2018-01-09,-3.1,3.3,40.1
90,2018-01-10,-6.4,2.7,32
90,2018-01-11,-8.6,1.6,34.1
90,2018-01-12,-7.5,1.5,29
90,2018-01-13,-1.7,1.5,42
90,2018-01-14,2.3,1.6,47.1
90,2018-01-15,7.4,2.1,45.1
90,2018-01-16,6.6,2.1,47.3
90,2018-01-17,5.1,1.7,70.5
90,2018-01-18,5.2,1.7,31.9
90,2018-01-19,3.1,1.4,25.8
90,2018-01-20,4.2,2.2,41.4
90,2018-01-21,2.1,1.8,31.8
90,2018-01-22,0,2,66.6
90,2018-01-23,-9,2.9,30.3
90,2018-01-24,-12.3,2.4,23.5
90,2018-01-25,-10.8,2.1,28
90,2018-01-26,-10.4,2,25.3
90,2018-01-27,-4.7,1.8,28.9
90,2018-01-28,-2.5,2.6,22.3
90,2018-01-29,-6.7,2.7,23.3
90,2018-01-30,-3.3,2.5,34.4
90,2018-01-31,-.4,1.6,31.5
90,2018-02-01,-2.7,1.8,40.3
90,2018-02-02,-.5,2.7,58.3
90,2018-02-03,-3.4,2.3,33.8
90,2018-02-04,-6.5,1.5,31
90,2018-02-05,-8,2,26
90,2018-02-06,-8.8,1.6,28.6
90,2018-02-07,-5.2,1.9,26.8
90,2018-02-08,-1.4,1.9,23
90,2018-02-09,2.9,1.4,40.6
90,2018-02-10,2.6,3.2,30.6
90,2018-02-11,-5.3,3.7,19.8
90,2018-02-12,-4.9,2.4,24.9
90,2018-02-13,.1,2.5,33.3
90,2018-02-14,6.5,2.8,37.5
90,2018-02-15,0,1.8,41.6
90,2018-02-16,1.8,2.1,32.1
90,2018-02-17,-.5,2.2,20.6
90,2018-02-18,.1,1.4,33.4
90,2018-02-19,2.8,1,46.1
90,2018-02-20,2.9,1.8,30.9
90,2018-02-21,-1.1,2,30.5
90,2018-02-22,2.5,1.7,35.9
90,2018-02-23,4.8,2.4,55
90,2018-02-24,.3,3.2,80.5
90,2018-02-25,.1,2,83.3
90,2018-02-26,1.6,1.7,72.6
90,2018-02-27,3.3,1.4,79
90,2018-02-28,3.1,2.5,96.8
90,2018-03-01,1.1,3.6,57.9
90,2018-03-02,1.9,1.5,38.4
90,2018-03-03,9.2,1.5,47.9
90,2018-03-04,9.2,2,78.8
90,2018-03-05,.3,2.3,82.5
90,2018-03-06,1.1,1.7,77.1
90,2018-03-07,2.5,1.3,84.8
90,2018-03-08,1.6,2.2,90.8
90,2018-03-09,1,1.2,80.1
90,2018-03-10,4.9,1.7,66.1
90,2018-03-11,4.9,2.5,62.5
90,2018-03-12,8.1,1.4,64.3
90,2018-03-13,17.4,3.3,30.8
90,2018-03-14,16.5,1.8,52.6
90,2018-03-15,13,3.1,69.6
90,2018-03-16,1.4,2.3,63.1
90,2018-03-17,4.1,2.1,66
90,2018-03-18,8.2,1,59.9
90,2018-03-19,6.6,2.3,72
90,2018-03-20,2.4,3.6,56.6
90,2018-03-21,1.6,3.3,63.5
90,2018-03-22,3.1,1.2,52.8
90,2018-03-23,7.4,2,55.1
90,2018-03-24,12.9,2.2,35.3
90,2018-03-25,17.3,2.2,24
90,2018-03-26,19,2,28.9
90,2018-03-27,19.3,2.2,34.3
90,2018-03-28,20.1,3.3,33
90,2018-03-29,11.5,2.3,62
90,2018-03-30,8.9,1.9,77.4
90,2018-03-31,12.7,1.8,66.8
90,2018-04-01,17.4,2.3,51.3
90,2018-04-02,16.7,2.6,61.9
90,2018-04-03,14.1,2.3,69.4
90,2018-04-04,5,1.8,89.9
90,2018-04-05,5.2,1,93.9
90,2018-04-06,6,2.7,72.4
90,2018-04-07,5.3,3.3,40.6
90,2018-04-08,5.1,3,53
90,2018-04-09,9,1.6,49.6
90,2018-04-10,14.8,2.1,50.3
90,2018-04-11,17.1,3.4,30.4
90,2018-04-12,14.2,2.4,32.3
90,2018-04-13,11.2,2.6,57.9
90,2018-04-14,7.2,1.6,91.6
90,2018-04-15,12,2.3,51.3
90,2018-04-16,10.4,2.2,58
90,2018-04-17,11.5,2,67.4
90,2018-04-18,16.8,2,34.5
90,2018-04-19,21.4,2.8,23.4
90,2018-04-20,16.9,1.4,60.6
90,2018-04-21,23,1.4,25.6
90,2018-04-22,12.3,3.6,59.6
90,2018-04-23,7.6,2.1,93.6
90,2018-04-24,8,2.8,87.1
90,2018-04-25,10.9,1.5,65.4
90,2018-04-26,17.1,1.8,51.4
90,2018-04-27,13.2,2.4,49.3
90,2018-04-28,19.1,1.9,42
90,2018-04-29,22.9,2.3,30.5
90,2018-04-30,19.1,2.4,51.9
90,2018-05-01,13.4,1.2,85.1
90,2018-05-02,9.7,2.6,89
90,2018-05-03,11,2.7,57.5
90,2018-05-04,18.1,4.8,28.6
90,2018-05-05,22.2,3.7,34.3
90,2018-05-06,14.6,1.6,88.1
90,2018-05-07,13.9,1.7,89.6
90,2018-05-08,9.3,2.6,95.9
90,2018-05-09,9.3,2,81.5
90,2018-05-10,14.6,2,69.4
90,2018-05-11,18,1.4,54.6
90,2018-05-12,13.4,.9,83
90,2018-05-13,16.5,1,82.4
90,2018-05-14,20.2,1.2,63.6
90,2018-05-15,23.4,1.7,50.4
90,2018-05-16,22.8,1.1,79.4
90,2018-05-17,16.8,3,91.6
90,2018-05-18,9.9,3.7,91.6
90,2018-05-19,12.2,1.5,76.3
90,2018-05-20,12.6,1.1,80.4
90,2018-05-21,13.6,1.8,80.3
90,2018-05-22,14.4,1.5,89.1
90,2018-05-23,17,1.9,75.6
90,2018-05-24,24.2,4,31.8
90,2018-05-25,20.9,3.2,55.3
90,2018-05-26,14.9,1.9,88.3
90,2018-05-27,14.8,1.5,92.6
90,2018-05-28,16.1,1.8,87.6
90,2018-05-29,16.8,1.4,92.6
90,2018-05-30,16.9,1.8,90.5
90,2018-05-31,20,1,63.9
90,2018-06-01,22.7,1.1,61.9
