ÁöÁ¡,ÀÏ½Ã,Æò±Õ±â¿Â(¡ÆC),Æò±Õ Ç³¼Ó(m/s),Æò±Õ »ó´ë½Àµµ(%)
90,2013-01-01,-2,2.5,52.3
90,2013-01-02,-7,3.9,28.1
90,2013-01-03,-7.6,2.4,30.4
90,2013-01-04,-5.2,2.2,36.3
90,2013-01-05,-1.8,2.3,37
90,2013-01-06,-2,1.8,40.1
90,2013-01-07,-.9,1.8,32.3
90,2013-01-08,-.4,2.2,33.4
90,2013-01-09,-4,2.5,28
90,2013-01-10,-4.2,2.2,29.8
90,2013-01-11,.3,1.9,46
90,2013-01-12,3.5,3.5,52.1
90,2013-01-13,1.9,1.6,55.9
90,2013-01-14,2.5,2.8,45.5
90,2013-01-15,.7,1.6,73.8
90,2013-01-16,1,3,63
90,2013-01-17,-2.6,1.9,94.3
90,2013-01-18,-.8,2.6,50.3
90,2013-01-19,1.5,2.5,55.5
90,2013-01-20,1.9,1.5,74
90,2013-01-21,1.3,1.1,97.9
90,2013-01-22,1.6,1.8,98.9
90,2013-01-23,2.7,1.5,84.5
90,2013-01-24,1.6,4.2,50
90,2013-01-25,-7,6.1,28.3
90,2013-01-26,-6.3,2.6,36.4
90,2013-01-27,-4.9,2,45.3
90,2013-01-28,.4,2.1,46.1
90,2013-01-29,4,1.5,74.6
90,2013-01-30,3.2,1.3,96.8
90,2013-01-31,4.8,1.5,88.6
90,2013-02-01,4.7,1.6,94
90,2013-02-02,5.4,3.7,36.8
90,2013-02-03,1.2,1.6,52.6
90,2013-02-04,3.4,1.9,66.9
90,2013-02-05,.7,1.3,71.1
90,2013-02-06,1.8,2.5,74.9
90,2013-02-07,-6.6,5.1,31.5
90,2013-02-08,-6.4,1.8,38.5
90,2013-02-09,-2.9,2.2,35.1
90,2013-02-10,-.6,3.6,39.6
90,2013-02-11,-3.1,2,52.9
90,2013-02-12,-.3,2.6,46
90,2013-02-13,1,2.1,38.8
90,2013-02-14,3.6,1.6,48.9
90,2013-02-15,1,3.2,59.3
90,2013-02-16,-1.9,1.7,47.6
90,2013-02-17,4.1,2.1,48
90,2013-02-18,2.1,3.3,66.1
90,2013-02-19,-.1,3.1,33.1
90,2013-02-20,-1.2,3.3,27.1
90,2013-02-21,.4,2.4,34.8
90,2013-02-22,2.4,3.6,37.8
90,2013-02-23,1.8,2.9,30.6
90,2013-02-24,1.5,2.3,45.4
90,2013-02-25,1.6,1.8,66.6
90,2013-02-26,4,1.7,74
90,2013-02-27,8.2,2.5,47.4
90,2013-02-28,9.2,2.4,51.1
90,2013-03-01,6,4.5,43.9
90,2013-03-02,1.6,2.2,42.6
90,2013-03-03,2.6,1.5,48.3
